#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited
4312,15719991,Korovina,727,Female,52,1,1,1,80260,1
4314,15687079,King,646,Male,69,10,1,1,40422,0
4319,15803685,Greco,673,Female,77,10,2,0,59596,0
4329,15622527,Holloway,581,Female,55,6,1,1,22442,0
4330,15753362,Evdokimov,748,Male,60,3,2,1,78194,0
4335,15754649,Fang,705,Female,57,3,2,1,34134,0
4336,15810460,Fanucci,708,Female,64,5,3,0,112520,1
4344,15654577,Alexeeva,549,Male,54,5,1,1,2620,1
4346,15584536,Barber,720,Male,46,3,1,1,133517,1
4359,15759751,Tsui,483,Male,48,1,2,1,110059,0
4361,15801934,Su,678,Male,66,8,2,1,47117,0
4362,15592000,Calabresi,781,Female,48,9,1,1,124721,1
4367,15669060,Woolnough,662,Male,74,6,2,1,123584,0
4368,15675854,Douglas,573,Male,50,0,1,0,155915,1
4379,15771087,Harrison,757,Female,71,0,2,1,154337,0
4381,15812241,Udinese,438,Male,59,7,1,1,51566,1
4388,15665460,Isayeva,732,Female,67,1,2,1,177783,0
4393,15757140,Genovese,787,Male,51,0,1,0,142538,0
4397,15691119,Martin,721,Male,68,4,1,0,175399,0
4403,15720637,Bell,710,Female,46,10,1,1,166587,1
4419,15644356,Prokhorova,682,Female,47,10,1,1,144291,0
4425,15774630,Peacock,601,Female,47,1,1,1,57553,0
4431,15654379,Onwuatuegwu,588,Male,59,4,2,1,27435,0
4435,15568429,Mitchell,633,Female,46,3,2,1,120251,0
4436,15648967,Ch'en,698,Female,64,1,1,1,84760,1
4439,15583850,Davidson,672,Male,68,0,2,1,184937,0
4448,15716381,Greece,666,Female,50,7,1,1,140136,1
4451,15791191,Mitchell,633,Male,59,2,1,1,103159,0
4453,15704788,Krawczyk,812,Female,49,8,2,0,91557,1
4458,15743617,Chesnokova,713,Male,47,1,1,1,197529,0
4464,15778975,Nnonso,850,Female,70,1,3,1,62283,1
4471,15593795,Linton,516,Female,53,1,1,1,118502,1
4472,15642824,Onyekaozulu,826,Female,56,8,2,0,161803,1
4478,15595609,Sykes,679,Male,52,9,2,0,54039,0
4480,15579112,Gibson,598,Male,47,2,2,1,186117,0
4491,15792646,Trentino,647,Female,64,1,1,1,41800,0
4492,15726832,Donnelly,850,Male,61,3,1,1,92054,0
4498,15758901,Henderson,713,Female,47,1,1,1,107825,1
4502,15678916,Kelly,512,Female,75,2,1,1,123305,0
4507,15635177,Williamson,597,Female,66,3,1,1,70533,0
4513,15751748,Trevisani,666,Male,51,2,1,0,156954,1
4521,15605826,Korovina,652,Male,46,10,3,1,151482,1
4524,15734202,Chidimma,660,Female,52,4,1,1,90878,0
4537,15756333,Khan,642,Female,55,7,2,1,101516,0
4549,15673372,Stevenson,635,Female,58,1,1,1,58907,1
4550,15587611,Kauffmann,537,Male,59,9,2,0,103800,1
4552,15715673,Niu,651,Female,46,4,1,1,156426,1
4560,15668248,Quinn,528,Female,62,7,1,0,168508,1
4564,15694376,Sullivan,705,Female,64,3,3,0,146574,1
4566,15773779,Jacka,593,Female,46,2,1,1,54454,0
4580,15711028,Nnachetam,534,Male,52,1,3,1,104035,1
4582,15746127,Hort,572,Female,47,2,2,1,36100,0
4591,15680167,Thomson,635,Female,78,6,1,1,119400,0
4596,15782360,Rogers,743,Male,65,2,1,1,96400,1
4598,15677105,Rossi,706,Female,46,4,1,1,108700,1
4599,15641474,Hall,638,Male,46,9,1,1,38967,0
4607,15784958,Allan,797,Female,55,10,4,1,49419,1
4608,15734524,Wang,653,Male,51,3,1,1,170427,1
4612,15710553,Yin,555,Male,48,3,2,0,79135,0
4613,15649292,Bellucci,748,Female,49,7,1,0,163551,1
4614,15792565,Duncan,745,Female,46,7,2,1,67770,0
4620,15622532,Izmailova,708,Female,47,0,2,0,132730,1
4623,15703614,Hutchinson,564,Male,48,5,1,1,79260,0
4625,15710543,Okwuoma,629,Male,46,1,1,1,161126,1
4630,15687153,Graham,850,Male,49,8,1,1,119175,1
4634,15707291,Percy,477,Male,48,8,2,1,157937,0
4639,15659399,Mazzi,516,Male,50,7,2,1,45591,0
4644,15672594,Stevenson,597,Female,60,0,1,0,10704,1
4645,15714240,Ponomarev,712,Male,74,5,2,0,151426,0
4649,15751392,Fanucci,689,Female,57,4,2,1,136650,1
4654,15579617,Sinclair,489,Female,51,3,2,0,174098,1
4658,15736302,McKay,687,Male,48,4,2,1,170894,0
4660,15572762,Matveyeva,410,Female,50,2,2,1,89822,0
4663,15749528,Achebe,652,Male,58,6,2,0,170025,0
4668,15596870,Marino,749,Male,54,3,1,1,93336,1
4670,15751491,Hsiao,443,Male,50,3,1,1,42840,1
4678,15791780,Ts'ao,706,Female,48,10,3,0,158249,1
4679,15589147,Frolov,580,Male,61,8,1,1,94678,0
4681,15729582,Fu,676,Male,48,3,1,0,101398,0
4687,15607314,Chiefo,536,Male,53,2,1,1,2020,1
4688,15576745,Fyodorov,769,Male,48,2,2,0,197886,0
4698,15680706,Balashov,537,Male,48,4,1,1,166477,1
4699,15645717,Avdeeva,732,Male,62,2,2,1,25439,0
4700,15748597,Chester,844,Male,56,5,1,0,157230,1
4713,15618774,White,474,Male,54,3,1,1,108409,1
4725,15578648,Marino,543,Male,49,6,1,1,104254,0
4727,15721740,Pai,633,Male,50,7,1,1,195937,0
4733,15653937,McIntyre,638,Female,53,1,1,1,16658,1
4735,15591740,Fletcher,590,Female,54,4,2,1,93820,1
4743,15762134,Liang,506,Male,59,8,2,1,170680,0
4744,15685279,Somadina,511,Female,57,8,1,1,181259,0
4745,15582849,McIntosh,757,Female,51,1,1,1,22835,1
4746,15655410,Hinton,768,Male,49,1,1,1,102397,1
4748,15702380,De Luca,663,Male,64,6,2,0,15877,0
4752,15763256,Sheppard,661,Female,64,8,2,1,189398,1
4753,15620111,Fan,659,Male,54,8,1,1,56788,0
4755,15595592,Lai,708,Female,59,2,1,1,179673,1
4759,15601263,Young,493,Female,48,7,2,1,48545,0
4766,15755863,Milano,630,Female,49,1,2,0,162858,0
4782,15804131,Farmer,850,Female,53,7,2,0,182634,1
4783,15722611,Cameron,752,Female,53,8,1,1,51587,0
4785,15811588,Eluemuno,664,Female,53,7,1,1,186393,1
4800,15656683,Johnson,551,Male,52,1,1,0,63585,1
4802,15606310,Birk,823,Male,71,5,1,0,162683,0
4816,15737647,Obioma,775,Female,77,6,1,1,37837,0
4828,15665053,Nixon,636,Male,52,4,1,0,32936,1
4833,15808389,Iheatu,617,Female,79,7,1,1,160589,0
4840,15649150,Buddicom,531,Female,53,5,1,1,141501,1
4843,15624820,Ross,683,Male,56,7,3,0,97629,1
4850,15660301,Dellucci,491,Male,70,6,2,1,17818,0
4852,15618239,Neumann,530,Female,48,0,1,1,85081,0
4863,15686780,Rogova,645,Female,55,1,1,0,17095,0
4865,15783225,Cocci,737,Male,54,9,1,1,83470,1
4870,15781272,Coles,669,Male,50,4,3,1,124872,1
4885,15569274,Pisano,678,Male,49,2,1,1,195054,1
4887,15657468,Simmons,711,Female,53,5,1,1,102429,0
4889,15589869,Tang,437,Male,49,9,2,0,166440,0
4893,15739592,Sokolov,707,Female,51,10,1,0,70779,1
4902,15575935,Baxter,673,Male,59,0,2,0,21064,1
4909,15806256,Jackson,540,Male,48,2,1,1,88703,1
4913,15792228,Onwumelu,748,Male,60,0,1,1,126743,1
4914,15733447,Gay,562,Female,51,1,1,1,65390,1
4915,15679062,Morrison,734,Female,47,10,2,1,138836,0
4920,15625941,Gray,682,Female,50,10,1,1,102260,0
4926,15790282,Trentino,817,Male,58,3,2,1,42831,0
4932,15772341,Hs?eh,682,Male,81,6,1,1,50784,0
4935,15806913,Bishop,670,Female,54,2,1,1,63213,0
4945,15722072,Hou,630,Male,53,5,1,0,114111,0
4947,15644692,Bibb,546,Female,47,8,1,1,66408,1
4948,15670354,Jen,753,Female,62,6,2,1,136399,0
4953,15731543,Becker,679,Male,58,9,1,1,3829,0
4960,15784361,Williamson,543,Female,46,5,1,1,85087,0
4967,15682070,Davies,611,Male,64,9,2,1,53277,0
4975,15744942,Steele,638,Female,55,2,1,0,108987,1
4989,15775067,Fang,606,Male,47,3,2,0,137721,1
4993,15783019,Price,794,Female,62,9,3,1,173587,1
4995,15585580,Chang,796,Female,52,9,1,1,62809,1
5001,15598695,Fields,834,Female,68,9,2,0,93112,0
5005,15625092,Colombo,502,Female,57,3,1,1,43568,1
5006,15741032,Tsao,733,Male,48,5,1,0,117831,0
5008,15784761,Ballard,554,Female,46,7,3,0,96929,1
5011,15719508,Davis,575,Male,49,7,4,1,168081,1
5012,15609011,Barry,480,Male,47,8,1,1,25888,1
5016,15756196,Tsou,682,Male,50,6,2,0,124151,0
5019,15754577,Boni,556,Female,51,8,1,1,198811,1
5020,15584113,Pratt,823,Female,53,4,1,0,131260,1
5021,15669589,Page,491,Female,68,1,1,0,116471,1
5033,15750569,Iweobiegbunam,684,Female,46,3,2,1,154137,0
5034,15690743,Shao,536,Female,61,8,1,1,64308,1
5037,15805429,Murray,699,Male,59,3,1,0,163570,0
5039,15589230,Wu,612,Female,63,2,1,0,147546,0
5041,15749727,Chukwufumnanya,829,Male,50,7,2,0,178459,0
5058,15606386,Wang,753,Female,46,3,3,1,159577,1
5065,15671243,Y?,558,Female,47,9,2,1,103787,0
5069,15717879,Chen,712,Female,79,5,1,1,174119,0
5085,15666856,Chikwendu,774,Male,49,1,1,1,8214,0
5086,15687372,Padovesi,547,Male,49,8,2,1,46521,1
5087,15667289,Henderson,719,Male,50,2,2,0,10772,0
5094,15787255,Manfrin,650,Female,55,2,3,1,179834,1
5096,15742442,Udegbulam,705,Female,46,5,1,0,139162,0
5102,15721462,Shubin,622,Female,58,2,2,1,33277,0
5104,15808526,Cartwright,783,Female,58,3,1,1,96590,1
5106,15718465,Sadler,671,Male,51,3,1,1,176403,1
5109,15777772,Whittaker,650,Male,55,9,1,1,29861,0
5114,15616152,Pai,754,Female,47,1,1,1,27439,0
5115,15721460,Lorenzo,678,Male,60,8,1,0,192157,1
5116,15727317,Brady,533,Female,49,1,3,1,69409,1
5125,15612140,Milano,721,Female,46,7,1,1,67977,0
5126,15656086,Bovee,542,Male,54,8,1,0,140930,1
5127,15655298,Lewis,654,Female,54,5,2,0,47139,0
5133,15579826,Young,439,Female,66,9,1,1,65536,0
5135,15641604,Frolova,850,Female,55,10,1,1,155880,1
5137,15680767,Sabbatini,717,Female,64,10,2,1,21630,0
5138,15601594,Ifeanacho,698,Female,51,6,4,1,157144,1
5140,15703728,Chieloka,700,Male,47,4,1,1,121799,1
5143,15778526,Bradshaw,719,Female,48,5,2,0,78564,0
5149,15812767,Harvey,731,Male,70,3,2,1,141181,0
5150,15689201,Dobie,721,Female,49,1,1,0,183422,0
5158,15751185,Aparicio,699,Female,50,0,1,1,193786,0
5159,15789582,Macleod,587,Male,55,9,1,1,64593,0
5160,15651103,Sal,762,Female,69,9,1,1,196994,0
5162,15772250,Udegbunam,842,Male,46,9,1,0,17268,0
5192,15681075,Chukwualuka,682,Female,58,1,1,1,707,0
5198,15629744,Tan,804,Female,71,8,2,0,147996,0
5213,15621611,Gibson,742,Male,55,5,1,0,121208,1
5215,15709474,Macnamara,740,Female,57,3,2,1,65122,1
5224,15624695,Otitodilinna,662,Female,72,7,1,0,179259,0
5226,15586300,Chinonyelum,615,Male,66,7,2,1,74581,0
5233,15684960,Yewen,559,Female,46,5,1,1,21006,1
5234,15591286,Simmons,731,Female,49,4,1,1,33759,1
5236,15608528,Munro,645,Female,68,9,4,1,176354,1
5248,15584271,Donaldson,633,Male,59,5,1,1,137274,0
5256,15745533,Sargent,799,Female,63,1,2,1,37464,1
5257,15761497,Udinesi,713,Female,48,1,1,0,157381,1
5260,15614635,Kepley,582,Male,52,2,1,0,40894,0
5273,15587507,Feng,850,Male,47,6,1,1,187391,1
5285,15759250,Barnett,745,Male,51,3,1,1,28922,0
5286,15732643,Pike,386,Female,53,1,1,1,62515,1
5291,15743490,Zikoranachidimma,795,Female,56,9,1,1,29239,1
5298,15683416,Russo,572,Male,51,8,3,1,193014,1
5300,15792989,Bianchi,543,Female,71,1,1,1,25650,0
5307,15749638,Kaodilinakachukwu,605,Female,51,9,1,1,165575,1
5308,15728706,Amaechi,534,Female,49,7,1,1,13566,1
5313,15726178,Hardy,712,Female,48,8,2,1,183235,0
5314,15794939,Chiu,783,Female,72,5,2,1,105206,0
5327,15650575,Payne,720,Female,59,6,2,1,160849,1
5332,15700627,Y?,637,Female,46,2,1,1,166996,1
5337,15700460,Allnutt,530,Female,55,4,1,0,123476,1
5338,15724076,Christie,815,Female,57,5,3,0,38941,1
5340,15733966,Johnstone,496,Female,55,4,1,1,31533,1
5342,15654025,Jones,646,Female,51,4,1,0,130541,0
5343,15589431,Pedder,807,Male,47,1,1,1,65637,0
5344,15578238,Calabrese,727,Male,47,7,2,1,193305,0
5351,15647965,Genovese,477,Female,57,9,2,1,71167,1
5357,15655436,Kendall,839,Male,47,2,1,1,168185,1
5362,15719265,Feng,589,Male,46,9,2,1,170677,0
5364,15663410,Piccio,771,Male,51,5,3,1,152480,1
5369,15745326,Carandini,538,Female,62,3,1,0,17682,1
5370,15674541,Robinson,575,Male,52,8,1,0,111343,1
5378,15672437,Buccho,642,Male,72,1,2,1,142224,0
5387,15668283,Gardiner,642,Male,48,9,4,0,78703,1
5389,15669664,Thompson,574,Male,54,1,1,0,4896,1
5396,15639303,Moore,589,Male,48,5,1,0,133961,0
5402,15598161,Clements,654,Male,47,10,2,1,170482,0
5406,15592707,Dolgorukova,531,Female,64,2,2,1,60721,0
5407,15593954,Eva,516,Female,47,6,1,0,121365,0
5409,15638257,P'an,682,Female,54,0,2,1,54133,0
5413,15707322,Nnamdi,779,Female,48,2,1,0,98913,1
5417,15809830,Belisario,630,Male,50,8,2,0,79377,0
5420,15594456,K?,740,Female,56,4,1,1,85017,1
5430,15797905,Walker,682,Female,48,7,2,1,65069,0
5433,15616471,Milne,599,Male,51,0,1,1,175236,0
5440,15582168,Muravyova,713,Female,61,4,2,1,123664,0
5448,15795124,Pan,726,Male,50,9,1,0,5079,0
5450,15592028,Roberts,549,Female,46,7,1,1,109058,0
5458,15725221,Sabbatini,738,Male,62,10,1,1,42766,0
5477,15723864,Lucas,828,Male,47,1,2,1,83611,1
5483,15642619,Mayne,603,Male,46,2,2,1,174479,0
5491,15722322,Green,655,Female,78,2,2,0,188435,0
5495,15642821,Ijendu,383,Female,48,8,1,0,137702,1
5501,15641877,Ross,681,Male,47,9,1,1,2168,0
5506,15802466,Donaldson,534,Female,53,7,2,1,80619,0
5509,15567442,Ibezimako,656,Female,75,3,2,1,1277,0
5511,15636330,Ch'in,588,Female,48,1,2,1,31581,1
5515,15773283,Dennis,641,Male,65,6,1,1,32608,1
5521,15649414,Walker,570,Female,61,6,1,1,45214,0
5525,15654975,Wu,641,Female,53,0,2,0,160111,0
5526,15782993,Pan,624,Male,51,10,2,1,127825,0
5527,15774382,Longo,579,Male,49,4,1,1,123535,0
5542,15566740,Nazarova,587,Male,51,3,1,0,148798,0
5562,15583073,Martin,771,Female,56,2,1,1,25223,1
5564,15724684,Sung,610,Male,46,5,1,1,54394,0
5577,15635964,Eve,566,Male,65,4,1,1,107563,1
5578,15726087,Ch'in,592,Female,62,5,1,1,100942,0
5579,15726313,Napolitani,687,Female,50,5,2,1,110230,0
5582,15812850,Stradford,494,Male,67,5,2,1,85890,0
5594,15597968,Fyans,617,Male,50,7,1,1,184840,1
5599,15631871,Kelly,616,Female,57,7,1,1,104379,0
5600,15635870,She,579,Female,50,5,1,0,192147,1
5603,15760521,Thompson,796,Female,50,1,1,1,189415,0
5605,15804721,Boni,602,Male,49,0,1,0,97640,0
5606,15730272,Evseev,619,Male,58,5,1,1,86022,0
5607,15741988,Marino,492,Female,52,8,1,1,10015,1
5615,15798385,Grave,512,Female,46,3,2,1,56408,0
5626,15663234,Bishop,508,Female,60,7,1,1,129563,0
5640,15801316,Ifeatu,523,Male,61,8,1,1,21859,0
5652,15766272,Folliero,521,Female,61,0,1,1,109357,0
5656,15573171,Liao,695,Male,63,1,1,1,126689,1
5660,15638607,Nwabugwu,546,Female,52,2,1,1,137332,1
5661,15737133,P'eng,706,Male,68,4,1,1,28602,0
5665,15661723,Abramovich,667,Male,71,4,1,0,94433,1
5667,15649616,Otutodilichukwu,636,Male,60,7,1,1,141365,1
5672,15805104,Smith,743,Female,73,6,2,0,107867,0
5684,15651664,Wilder,615,Female,61,1,1,1,62846,1
5686,15811565,Cocci,705,Female,47,3,1,0,28641,1
5687,15713774,Chikwendu,644,Female,46,6,1,0,156787,1
5690,15612931,Korovin,722,Female,50,4,1,1,128262,0
5696,15773591,Jobson,787,Male,46,7,2,1,93360,0
5699,15672966,Cross,682,Female,64,9,2,1,103318,0
5702,15724154,Manna,625,Female,49,4,1,1,126813,1
5707,15801431,Rowe,682,Female,48,9,1,1,49733,0
5709,15626156,Galloway,655,Female,60,3,2,1,86981,0
5714,15643439,Ferguson,537,Male,47,10,2,0,25483,0
5721,15794414,Forbes,507,Male,46,6,1,1,51424,0
5722,15643671,Chiekwugo,696,Male,49,5,2,1,152451,1
5727,15764343,T'ien,688,Female,46,8,1,1,26287,0
5735,15596647,Henderson,768,Male,54,8,1,1,69381,0
5743,15632665,Yevseyev,832,Male,61,2,1,0,127805,1
5756,15600813,Hyde,717,Male,50,9,1,1,124627,0
5771,15694381,Lloyd,631,Male,51,8,1,1,171588,0
5776,15717527,Ifeanacho,619,Female,49,9,1,1,38187,0
5778,15642248,Ko,608,Male,66,8,1,1,65758,0
5784,15727041,Fiorentini,624,Male,71,7,2,1,108842,0
5786,15711733,Rapuokwu,753,Male,48,4,2,0,146821,0
5790,15726103,Tsou,689,Female,55,1,1,1,42365,1
5795,15694125,McElhone,669,Male,57,5,2,1,56876,0
5799,15797627,Niehaus,732,Male,54,0,1,0,13404,0
5802,15659800,Teng,584,Female,50,1,1,0,152568,1
5807,15583597,Ikedinachukwu,696,Male,47,1,1,1,80591,0
5809,15694556,Nkemakolam,684,Male,60,2,1,1,120258,1
5818,15656865,Gray,613,Male,69,9,1,0,8752,0
5822,15643188,Barnett,671,Female,47,7,2,1,153194,1
5824,15573628,Greene,751,Female,51,7,1,1,146411,1
5826,15753888,Johnston,607,Female,62,8,1,1,23387,1
5834,15624519,Calabrese,656,Female,49,9,1,1,74771,1
5839,15570379,Whitelegge,669,Male,51,3,1,0,85251,1
5841,15729574,Lu,616,Male,71,4,2,1,173599,0
5842,15737267,Marcelo,676,Female,49,1,1,1,79342,1
5850,15608873,Smith,665,Male,51,2,1,0,53353,0
5856,15608541,Claiborne,498,Male,46,1,1,1,101955,1
5858,15813659,Folliero,594,Female,56,7,1,1,26216,1
5862,15713819,Walsh,562,Male,48,3,1,1,163117,0
5867,15600392,Amaechi,735,Female,53,8,2,0,170455,1
5868,15625740,Enriquez,627,Male,62,3,2,1,143104,0
5869,15663817,Y?an,713,Male,46,5,1,1,55702,0
5883,15772650,Longo,732,Male,55,9,1,0,3268,1
5889,15804797,Gilleland,443,Female,54,3,1,1,70196,1
5894,15641004,Doyne,605,Female,48,10,1,0,133486,0
5908,15813862,Yevseyev,526,Male,66,7,2,1,158366,0
5909,15641934,Manna,749,Female,46,9,1,1,78753,1
5916,15725665,Lo,679,Male,47,10,2,1,191199,1
5920,15815043,McMillan,645,Male,49,8,2,1,162013,0
5922,15627203,Hsu,508,Male,54,10,1,1,175749,0
5924,15612095,Calabrese,751,Female,48,9,1,1,137508,1
5927,15757559,Broadhurst,595,Female,53,7,2,1,41372,1
5932,15566988,Iqbal,656,Female,46,7,1,1,50595,1
5933,15749300,Teng,556,Female,47,2,1,1,50391,0
5943,15695339,Lucchesi,517,Male,53,0,1,1,54676,1
5944,15658813,Siciliani,645,Female,55,7,2,1,18369,0
5951,15806808,Hope,834,Female,57,8,3,1,140225,1
5958,15765532,Horton,612,Male,76,6,1,1,191393,0
5961,15728917,Gill,598,Male,48,6,1,1,30636,1
5973,15623499,Holman,548,Male,49,9,1,0,127023,1
5990,15601811,Caldwell,668,Female,53,10,1,0,183981,1
5996,15783865,Kulikova,622,Male,59,5,1,1,60429,0
5997,15745455,Navarrete,638,Male,62,4,2,1,74241,0
6015,15747323,Vasilyeva,535,Male,48,9,1,1,157358,1
6016,15582591,Chiabuotu,615,Male,59,4,1,1,110275,0
6022,15579891,Milani,714,Male,52,4,1,1,186775,0
6026,15709917,Ni,601,Female,46,3,1,0,137764,0
6029,15673439,Sun,646,Female,50,5,2,1,142209,1
6041,15735358,Dowse,682,Male,46,4,1,1,4654,0
6045,15734588,Manning,684,Male,46,0,2,1,36377,0
6047,15606435,Wall,593,Male,69,2,2,0,105899,0
6053,15752857,Palerma,452,Male,52,1,2,0,92034,0
6055,15773013,Uvarov,633,Female,47,0,1,1,6343,1
6059,15684868,Cameron,668,Male,56,9,1,1,134397,1
6062,15758023,Grigoryeva,544,Male,47,5,1,0,99922,1
6070,15810775,Tsao,576,Male,52,2,2,1,16644,0
6072,15665222,Lettiere,625,Male,52,8,1,1,48988,0
6082,15813159,Hairston,526,Male,52,8,1,0,21229,1
6098,15615050,Savage,575,Male,47,9,2,1,63452,1
6099,15803005,Wallace,570,Female,57,5,1,0,103660,0
6100,15743498,Winter,532,Male,52,9,1,1,163192,1
6105,15750731,Trevisani,736,Male,50,9,1,1,185360,1
6117,15611644,Onyemauchechukwu,627,Male,73,0,1,0,43616,0
6119,15656100,Candler,632,Female,49,5,1,0,140201,0
6122,15607629,Hollis,679,Male,48,8,2,1,23345,0
6132,15749401,Ko,686,Male,60,9,3,1,75246,1
6138,15720371,McLean,652,Female,51,3,1,1,173989,1
6139,15717984,Longo,477,Male,47,9,1,1,61315,1
6145,15617320,Palermo,693,Female,46,3,1,1,180736,0
6153,15735080,Cummins,508,Female,64,2,1,1,6077,0
6165,15608109,Greco,710,Male,58,7,2,0,10495,0
6167,15567431,Kodilinyechukwu,773,Male,64,2,1,0,186173,0
6168,15810167,Scott,657,Male,75,7,1,0,91674,0
6172,15673837,Ko,617,Male,61,3,1,1,38129,0
6174,15580560,Harris,769,Female,73,1,1,1,29792,0
6184,15642726,Holmes,611,Male,53,3,1,0,1235,0
6185,15664339,Yu,775,Male,48,4,2,0,50168,1
6189,15609558,McDonald,835,Female,47,5,2,1,45860,1
6195,15794273,Hand,604,Female,56,0,1,0,124955,0
6198,15645200,Chiang,581,Female,54,2,1,1,187598,1
6203,15684995,Chamberlain,690,Male,49,8,1,0,51011,0
6204,15790763,Trujillo,599,Female,49,2,2,1,111191,0
6207,15776124,Mann,802,Male,51,7,1,0,40856,0
6213,15638231,Chung,730,Female,62,2,2,1,162889,0
6217,15726634,Wei,479,Male,47,1,1,1,95271,0
6227,15792305,Mountgarrett,762,Male,46,6,3,0,57014,1
6231,15616954,Smith,592,Male,71,4,2,0,17014,0
6232,15729238,Peng,631,Male,48,1,1,1,150661,1
6233,15718242,Wollstonecraft,725,Female,47,1,1,0,86623,1
6240,15682369,Pisano,613,Male,47,6,1,1,77146,0
6243,15673333,Wilson,698,Male,52,8,1,1,153374,0
6248,15803633,T'ien,678,Female,46,1,2,0,82106,0
6249,15672185,Liu,590,Male,47,3,2,1,171775,0
6250,15806486,Cunningham,705,Female,48,0,2,0,149773,0
6256,15589017,Chiu,547,Male,55,4,3,1,16922,1
6268,15689328,Harrison,705,Male,48,9,1,0,173273,1
6272,15620756,Stokes,747,Male,49,6,1,1,17299,1
6273,15611331,Niu,511,Female,46,1,1,1,115779,1
6275,15661275,Wynn,532,Male,52,3,1,1,148705,1
6277,15768471,Wagner,554,Female,54,6,1,1,40914,1
6279,15793346,Ofodile,602,Female,72,3,2,1,171261,0
6280,15608338,Chiemenam,757,Female,55,9,4,1,94187,1
6290,15773276,Townsend,633,Male,63,4,1,1,73856,1
6296,15621550,Hung,535,Female,50,1,3,0,69531,1
6299,15755241,Rahman,714,Female,52,2,1,0,144045,1
6304,15591169,Hawes,788,Female,49,4,1,1,184178,1
6309,15766427,Shaw,565,Male,52,5,2,1,175071,1
6316,15687421,Highland,559,Male,67,9,1,1,175911,1
6319,15686835,Crawford,738,Female,57,9,1,0,155047,1
6322,15689096,Beneventi,590,Male,47,0,1,1,8214,0
6323,15684294,Chidumaga,735,Male,50,2,2,0,147076,0
6326,15615797,Hyde,743,Male,59,5,1,1,192127,1
6344,15793455,Tien,627,Female,55,6,1,0,91944,1
6347,15814468,Wei,551,Male,50,1,1,0,84508,1
6351,15799600,Coles,640,Male,48,1,1,0,135996,0
6358,15674637,Pagnotto,491,Female,68,3,1,0,113696,0
6366,15576196,Benson,743,Female,48,5,2,0,186489,1
6367,15677324,Botts,683,Male,73,9,1,1,52000,0
6369,15693764,Mai,663,Male,52,0,1,1,144593,1
6373,15791111,Fink,635,Female,47,2,2,1,63237,0
6374,15638269,Baresi,597,Male,67,2,2,0,108646,0
6376,15708534,Afamefuna,524,Female,64,5,1,1,136080,1
6377,15640686,Greco,700,Male,46,5,1,1,98273,1
6400,15738501,Booth,601,Male,48,9,1,0,41816,1
6402,15579040,Hs?,556,Female,46,10,2,0,109184,0
6404,15736126,Sung,850,Male,55,0,1,1,83617,1
6405,15745399,Marino,649,Female,49,2,1,1,84864,1
6411,15762351,Chao,689,Female,63,1,2,1,186526,0
6413,15598982,Klein,602,Female,53,5,1,0,45038,1
6421,15718039,Ferguson,606,Female,47,0,2,0,53784,0
6423,15595037,Palermo,772,Male,47,9,1,0,17672,0
6434,15574369,Bianchi,415,Male,53,5,1,1,22357,0
6441,15772559,Burrows,790,Female,47,10,1,0,16120,1
6444,15764927,Rogova,753,Male,92,3,1,0,195564,0
6458,15722090,Tseng,615,Male,51,6,1,1,169149,0
6463,15682211,Tu,467,Male,57,1,2,1,114449,0
6480,15704160,Wan,648,Male,49,5,1,1,149946,1
6498,15793688,Bancks,669,Male,50,9,1,1,158033,1
6506,15761053,Lock,596,Male,48,2,1,0,1140,1
6507,15702095,Clarke,585,Female,56,1,1,1,186477,1
6511,15643916,Munro,619,Male,46,8,1,1,132498,1
6512,15720636,McGregor,628,Female,50,4,1,0,109609,1
6516,15810898,Pan,803,Female,65,2,2,0,6930,0
6518,15795246,Kaeppel,628,Female,51,9,2,1,71160,0
6519,15795275,Lamb,521,Female,49,4,2,0,62413,1
6520,15571869,Lei,669,Female,50,4,1,0,166386,1
6531,15808851,Bufkin,511,Female,75,9,1,0,105425,0
6533,15732299,Boniwell,756,Male,67,4,3,1,93082,0
6534,15706269,Willis,489,Female,47,8,2,1,107625,0
6554,15607526,Lu,638,Male,50,1,1,1,168360,1
6557,15612207,Hill,840,Female,51,1,1,0,36687,1
6562,15650538,Sun,445,Female,48,7,1,1,16646,1
6565,15737104,Lawson,652,Female,47,0,2,1,38799,1
6568,15593425,Bracewell,662,Female,54,1,1,0,111443,1
6569,15776725,Kerr,724,Male,54,8,1,1,136902,0
6572,15747534,Torkelson,595,Male,46,10,1,1,73489,1
6576,15651883,Genovesi,794,Female,55,6,1,1,160526,1
6582,15598744,Ch'ang,576,Female,71,6,1,1,193135,1
6583,15785975,Mason,525,Female,60,7,2,0,168035,0
6600,15739578,Chiazagomekpere,850,Male,49,6,1,1,65769,1
6602,15655213,Udinese,591,Female,51,8,1,1,161305,1
6605,15801188,Milliner,774,Female,47,6,1,0,61451,0
6611,15596339,French,422,Male,54,3,1,0,86351,0
6613,15615938,Fleming,502,Female,64,3,1,0,100995,0
6618,15700826,Ko,678,Female,54,1,2,0,105222,0
6622,15710365,Thomson,646,Male,50,0,2,1,181795,1
6625,15811036,Ferri,565,Male,46,7,1,0,140130,0
6627,15619932,Lombardi,847,Male,66,7,1,0,53157,0
